Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Cost Per Unit,Profit Margin,Order Month,Order Day,Order Year
3998,CA-2015-105627,Standard Class,DK-12895,Dana Kaydos,Consumer,Kenosha,Wisconsin,Central,OFF-AR-10002704,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,14.98,1,0.0,4.494,10.486,30.0,March,Sunday,2015
3999,CA-2015-105627,Standard Class,DK-12895,Dana Kaydos,Consumer,Kenosha,Wisconsin,Central,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,373.08,6,0.0,82.0776,48.50039999999999,22.000000000000004,March,Sunday,2015
4000,US-2015-149629,Second Class,MP-17965,Michael Paige,Corporate,Port Saint Lucie,Florida,South,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",231.92,5,0.2,5.798,45.224399999999996,2.5,July,Friday,2015
4001,CA-2014-116834,Standard Class,Dp-13240,Dean percer,Home Office,Seattle,Washington,West,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,63.47,11,0.0,19.041,4.039000000000001,30.0,October,Saturday,2014
4002,CA-2014-116834,Standard Class,Dp-13240,Dean percer,Home Office,Seattle,Washington,West,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,345.0,5,0.0,58.65,57.27,17.0,October,Saturday,2014
4003,CA-2016-145730,Standard Class,CC-12220,Chris Cortes,Consumer,San Antonio,Texas,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,3,0.3,-127.5792,255.1584,-20.0,March,Thursday,2016
4004,CA-2016-145730,Standard Class,CC-12220,Chris Cortes,Consumer,San Antonio,Texas,Central,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,287.91,3,0.4,33.5895,84.77350000000001,11.666666666666666,March,Thursday,2016
4005,CA-2016-145730,Standard Class,CC-12220,Chris Cortes,Consumer,San Antonio,Texas,Central,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",36.6,3,0.2,11.895,8.235000000000001,32.49999999999999,March,Thursday,2016
4006,US-2015-168732,Standard Class,KM-16660,Khloe Miller,Consumer,Roswell,Georgia,South,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,1.78,1,0.0,0.4984,1.2816,28.000000000000004,December,Thursday,2015
4007,US-2015-168732,Standard Class,KM-16660,Khloe Miller,Consumer,Roswell,Georgia,South,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,25.92,4,0.0,12.4416,3.3696000000000006,47.99999999999999,December,Thursday,2015
4008,US-2015-168732,Standard Class,KM-16660,Khloe Miller,Consumer,Roswell,Georgia,South,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",101.94,6,0.0,21.4074,13.4221,21.0,December,Thursday,2015
4009,CA-2015-107468,Standard Class,MK-17905,Michael Kennedy,Corporate,Louisville,Colorado,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,6.848,2,0.2,0.5992,3.1244,8.75,December,Friday,2015
4010,CA-2017-144463,Standard Class,SC-20725,Steven Cartwright,Consumer,Los Angeles,California,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",474.43,11,0.0,199.2606,25.0154,42.00000000000001,January,Sunday,2017
4011,CA-2017-100811,First Class,CC-12475,Cindy Chapman,Consumer,Philadelphia,Pennsylvania,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448,2,0.2,2.64,2.904,31.25,November,Tuesday,2017
4012,CA-2017-100811,First Class,CC-12475,Cindy Chapman,Consumer,Philadelphia,Pennsylvania,East,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,39.296,4,0.2,3.9296,8.8416,10.0,November,Tuesday,2017
4013,CA-2015-153612,Standard Class,BT-11305,Beth Thompson,Home Office,Superior,Wisconsin,Central,OFF-AR-10000203,Office Supplies,Art,Newell 336,17.12,4,0.0,4.9648,3.0388,28.999999999999996,December,Tuesday,2015
4014,CA-2015-165624,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,South,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3,0.0,152.0232,130.30560000000003,27.999999999999996,August,Sunday,2015
4015,CA-2015-165624,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,8.64,3,0.0,4.2336,1.4688,49.0,August,Sunday,2015
4016,CA-2015-165624,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,South,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,193.8,5,0.0,94.962,19.7676,49.0,August,Sunday,2015
4017,CA-2015-165624,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,South,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,21.4,5,0.0,9.63,2.3539999999999996,45.00000000000001,August,Sunday,2015
4018,CA-2015-165624,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,South,OFF-PA-10002499,Office Supplies,Paper,Xerox 1890,97.88,2,0.0,48.94,24.47,50.0,August,Sunday,2015
4019,CA-2015-165624,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,South,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,251.91,9,0.0,47.8629,22.6719,19.0,August,Sunday,2015
4020,CA-2015-165624,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",25.86,3,0.0,6.7236,6.378799999999999,26.0,August,Sunday,2015
4021,CA-2014-154963,Standard Class,AA-10645,Anna Andreadi,Consumer,Chester,Pennsylvania,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",170.058,3,0.3,-4.8588,58.3056,-2.857142857142857,June,Sunday,2014
4022,CA-2014-154963,Standard Class,AA-10645,Anna Andreadi,Consumer,Chester,Pennsylvania,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,82.782,3,0.4,-15.1767,32.652899999999995,-18.333333333333336,June,Sunday,2014
4023,CA-2014-154963,Standard Class,AA-10645,Anna Andreadi,Consumer,Chester,Pennsylvania,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",853.93,5,0.3,0.0,170.786,0.0,June,Sunday,2014
4024,CA-2017-130764,First Class,JO-15145,Jack O'Briant,Corporate,San Francisco,California,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",556.665,5,0.15,6.549,110.0232,1.1764705882352944,October,Friday,2017
4025,CA-2017-130764,First Class,JO-15145,Jack O'Briant,Corporate,San Francisco,California,West,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4,0.2,34.742,15.274500000000002,36.24999999999999,October,Friday,2017
4026,CA-2017-139311,First Class,SF-20965,Sylvia Foulston,Corporate,Bedford,Texas,Central,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",29.664,4,0.2,10.0116,4.9131,33.75,August,Friday,2017
4027,CA-2017-139311,First Class,SF-20965,Sylvia Foulston,Corporate,Bedford,Texas,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,9.184,7,0.2,2.87,0.9019999999999999,31.250000000000007,August,Friday,2017
4028,CA-2017-139311,First Class,SF-20965,Sylvia Foulston,Corporate,Bedford,Texas,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,153.584,2,0.2,13.4386,70.0727,8.75,August,Friday,2017
4029,CA-2017-139311,First Class,SF-20965,Sylvia Foulston,Corporate,Bedford,Texas,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12.864,8,0.8,-22.512,4.422000000000001,-175.0,August,Friday,2017
4030,CA-2017-124296,Standard Class,CS-12355,Christine Sundaresam,Consumer,Lafayette,Louisiana,South,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,479.97,3,0.0,239.985,79.995,50.0,December,Sunday,2017
4031,CA-2017-124296,Standard Class,CS-12355,Christine Sundaresam,Consumer,Lafayette,Louisiana,South,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",232.88,4,0.0,60.5488,43.0828,26.0,December,Sunday,2017
4032,CA-2016-169957,Standard Class,SN-20710,Steve Nguyen,Home Office,Covington,Washington,West,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,236.88,6,0.0,66.3264,28.4256,28.000000000000004,September,Monday,2016
4033,CA-2016-169957,Standard Class,SN-20710,Steve Nguyen,Home Office,Covington,Washington,West,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),29.9,5,0.0,14.651,3.0498,49.0,September,Monday,2016
4034,CA-2016-169957,Standard Class,SN-20710,Steve Nguyen,Home Office,Covington,Washington,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100.0,4,0.0,21.0,19.75,21.0,September,Monday,2016
4035,US-2016-108777,Premium First Class,JM-15655,Jim Mitchum,Corporate,Lorain,Ohio,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,18.693,3,0.7,-14.3313,11.0081,-76.66666666666666,December,Monday,2016
4036,US-2016-108777,Premium First Class,JM-15655,Jim Mitchum,Corporate,Lorain,Ohio,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,383.952,6,0.2,76.7904,51.1936,20.0,December,Monday,2016
4037,CA-2015-148859,Standard Class,FH-14350,Fred Harton,Consumer,Chicago,Illinois,Central,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",24.816,2,0.2,1.551,11.6325,6.25,December,Monday,2015
4038,CA-2014-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,San Francisco,California,West,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,24.9,5,0.0,8.217,3.3366,33.0,December,Monday,2014
4039,CA-2014-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,San Francisco,California,West,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,21.12,4,0.0,9.504,2.9040000000000004,44.99999999999999,December,Monday,2014
4040,CA-2014-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,San Francisco,California,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.952,6,0.2,287.982,79.99499999999999,37.50000000000001,December,Monday,2014
4041,CA-2014-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,San Francisco,California,West,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,4.6644,3.2292,32.49999999999999,December,Monday,2014
4042,CA-2014-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,San Francisco,California,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,191.976,3,0.2,19.1976,57.592800000000004,10.0,December,Monday,2014
4043,CA-2014-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,San Francisco,California,West,OFF-LA-10001474,Office Supplies,Labels,Avery 477,274.77,9,0.0,126.3942,16.486199999999997,46.0,December,Monday,2014
4044,CA-2014-110786,Standard Class,AJ-10795,Anthony Johnson,Corporate,San Francisco,California,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.56,6,0.0,23.9904,7.7616000000000005,34.0,December,Monday,2014
4045,CA-2015-137750,Standard Class,JF-15565,Jill Fjeld,Consumer,San Francisco,California,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,204.85,5,0.0,57.358,29.498399999999997,27.999999999999996,June,Thursday,2015
4046,CA-2015-136378,Standard Class,CS-11845,Cari Sayre,Corporate,Houston,Texas,Central,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,9.156,3,0.8,-13.734,7.63,-150.0,April,Thursday,2015
4047,CA-2017-100356,Standard Class,SP-20920,Susan Pistek,Consumer,Chicago,Illinois,Central,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,23.992,2,0.8,-62.3792,43.1856,-259.99999999999994,October,Saturday,2017
4048,US-2015-166520,First Class,KE-16420,Katrina Edelman,Corporate,New York City,New York,East,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,80.88,3,0.0,39.6312,13.7496,49.00000000000001,July,Thursday,2015
4049,US-2015-166520,First Class,KE-16420,Katrina Edelman,Corporate,New York City,New York,East,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,599.9,10,0.0,191.968,40.7932,32.0,July,Thursday,2015
4050,CA-2017-136350,Second Class,GA-14515,George Ashbrook,Consumer,New York City,New York,East,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",276.69,3,0.0,49.8042,75.62859999999999,18.0,June,Saturday,2017
4051,CA-2017-136350,Second Class,GA-14515,George Ashbrook,Consumer,New York City,New York,East,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,172.764,2,0.1,32.6332,70.06540000000001,18.88888888888889,June,Saturday,2017
4052,CA-2014-122931,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,East,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,4.224,3,0.2,1.4784,0.9152000000000001,35.0,September,Monday,2014
4053,CA-2014-122931,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,East,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",409.272,2,0.4,-81.8544,245.5632,-20.0,September,Monday,2014
4054,CA-2014-122931,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,East,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",55.44,11,0.2,18.018,3.4019999999999997,32.5,September,Monday,2014
4055,CA-2014-122931,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,20.928,4,0.2,6.8016,3.5316,32.49999999999999,September,Monday,2014
4056,CA-2014-122931,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,6,0.2,-337.806,356.57300000000004,-18.749999999999996,September,Monday,2014
4057,CA-2014-122931,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,East,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,67.176,1,0.4,-20.1528,87.3288,-30.0,September,Monday,2014
4058,CA-2014-163034,Standard Class,DK-12985,Darren Koutras,Consumer,Chicago,Illinois,Central,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,646.2,5,0.2,-8.0775,130.8555,-1.25,November,Monday,2014
4059,CA-2015-124058,Standard Class,LC-16885,Lena Creighton,Consumer,Oakland,California,West,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,72.744,7,0.2,-15.4581,12.6003,-21.25,November,Friday,2015
4060,CA-2015-124058,Standard Class,LC-16885,Lena Creighton,Consumer,Oakland,California,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16,3,0.2,35.76,178.79999999999998,6.25,November,Friday,2015
4061,CA-2016-129196,Standard Class,XP-21865,Xylona Preis,Consumer,Chicago,Illinois,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,3,0.2,17.8794,16.744199999999996,26.25,November,Tuesday,2016
4062,US-2015-138716,First Class,CS-11845,Cari Sayre,Corporate,Seattle,Washington,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,3,0.2,7.8225,5.7364999999999995,31.25,September,Thursday,2015
4063,US-2016-122182,Standard Class,BD-11770,Bryan Davis,Consumer,Philadelphia,Pennsylvania,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,39.992,1,0.2,7.4985,32.4935,18.75,March,Thursday,2016
4064,US-2014-130358,First Class,DL-13330,Denise Leinenbach,Consumer,Concord,North Carolina,South,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,20.016,9,0.2,1.7514,2.0294,8.75,June,Monday,2014
4065,US-2014-130358,First Class,DL-13330,Denise Leinenbach,Consumer,Concord,North Carolina,South,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,3.104,1,0.2,0.3492,2.7548,11.25,June,Monday,2014
4066,CA-2014-102673,Standard Class,KH-16630,Ken Heidel,Corporate,Charlotte,North Carolina,South,OFF-FA-10003021,Office Supplies,Fasteners,Staples,7.52,5,0.2,1.41,1.222,18.75,November,Saturday,2014
4067,CA-2014-102673,Standard Class,KH-16630,Ken Heidel,Corporate,Charlotte,North Carolina,South,OFF-AR-10000634,Office Supplies,Art,Newell 320,10.272,3,0.2,0.8988,3.1244,8.75,November,Saturday,2014
4068,CA-2014-102673,Standard Class,KH-16630,Ken Heidel,Corporate,Charlotte,North Carolina,South,OFF-LA-10001771,Office Supplies,Labels,Avery 513,47.808,12,0.2,15.5376,2.6892,32.5,November,Saturday,2014
4069,CA-2014-102673,Standard Class,KH-16630,Ken Heidel,Corporate,Charlotte,North Carolina,South,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,978.84,9,0.2,110.1195,96.5245,11.25,November,Saturday,2014
4070,CA-2016-145303,First Class,TP-21415,Tom Prescott,Consumer,Dallas,Texas,Central,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",13.14,9,0.8,-21.681,3.8689999999999998,-165.0,August,Sunday,2016
4071,CA-2016-145303,First Class,TP-21415,Tom Prescott,Consumer,Dallas,Texas,Central,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,10.024,4,0.8,-16.5396,6.6409,-165.0,August,Sunday,2016
4072,CA-2016-145303,First Class,TP-21415,Tom Prescott,Consumer,Dallas,Texas,Central,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",156.3728,2,0.32,-52.8908,104.6318,-33.8235294117647,August,Sunday,2016
4073,CA-2015-156104,Second Class,NP-18685,Nora Pelletier,Home Office,Indianapolis,Indiana,Central,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98,2,0.0,449.991,274.9945,44.99999999999999,December,Sunday,2015
4074,US-2015-164308,First Class,SC-20680,Steve Carroll,Home Office,Broken Arrow,Oklahoma,Central,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,821.94,6,0.0,213.7044,101.37260000000002,25.999999999999996,September,Thursday,2015
4075,CA-2017-108112,Standard Class,DK-12895,Dana Kaydos,Consumer,Miramar,Florida,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",220.064,4,0.2,55.016,41.262,25.0,November,Wednesday,2017
4076,CA-2017-108112,Standard Class,DK-12895,Dana Kaydos,Consumer,Miramar,Florida,South,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",339.136,4,0.2,0.0,84.784,0.0,November,Wednesday,2017
4077,CA-2015-100685,Second Class,SM-20950,Suzanne McNair,Corporate,Omaha,Nebraska,Central,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,7.04,2,0.0,3.3088,1.8656,47.0,December,Saturday,2015
4078,CA-2015-100685,Second Class,SM-20950,Suzanne McNair,Corporate,Omaha,Nebraska,Central,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,5.04,4,0.0,0.2016,1.2096,4.0,December,Saturday,2015
4079,CA-2015-100685,Second Class,SM-20950,Suzanne McNair,Corporate,Omaha,Nebraska,Central,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28,3,0.0,56.9772,19.767599999999998,49.00000000000001,December,Saturday,2015
4080,CA-2015-165414,First Class,LS-17245,Lynn Smith,Consumer,Jacksonville,North Carolina,South,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3,0.2,4.7976,14.3928,10.0,December,Monday,2015
4081,CA-2016-140417,Standard Class,KE-16420,Katrina Edelman,Corporate,Tigard,Oregon,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",60.048,9,0.2,22.518,4.17,37.5,September,Sunday,2016
4082,CA-2016-140417,Standard Class,KE-16420,Katrina Edelman,Corporate,Tigard,Oregon,West,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,5.022,1,0.7,-3.5154,8.5374,-70.0,September,Sunday,2016
4083,US-2017-151316,Standard Class,MC-17635,Matthew Clasen,Corporate,Decatur,Illinois,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,3,0.8,-320.2395,167.74450000000002,-175.00000000000003,June,Saturday,2017
4084,US-2017-151316,Standard Class,MC-17635,Matthew Clasen,Corporate,Decatur,Illinois,Central,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,10.272,3,0.2,3.21,2.354,31.25,June,Saturday,2017
4085,CA-2017-163692,First Class,Dp-13240,Dean percer,Home Office,Phoenix,Arizona,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,7.857,3,0.7,-6.0237,4.6269,-76.66666666666666,September,Thursday,2017
4086,CA-2016-111913,Second Class,LC-16930,Linda Cazamias,Corporate,Sacramento,California,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.384,2,0.2,30.2384,136.0728,10.0,August,Thursday,2016
4087,CA-2016-111913,Second Class,LC-16930,Linda Cazamias,Corporate,Sacramento,California,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,20.952,3,0.2,7.0713,4.6269,33.75,August,Thursday,2016
4088,CA-2016-111913,Second Class,LC-16930,Linda Cazamias,Corporate,Sacramento,California,West,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784,3,0.2,3.9771,2.6023,33.75,August,Thursday,2016
4089,US-2014-156559,Standard Class,LH-16900,Lena Hernandez,Consumer,Jonesboro,Arkansas,South,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",638.82,9,0.0,172.4814,51.815400000000004,27.0,August,Tuesday,2014
4090,CA-2016-161473,Standard Class,TB-21175,Thomas Boland,Corporate,New York City,New York,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,0.0,9.936,5.382,48.00000000000001,April,Friday,2016
4091,CA-2016-161473,Standard Class,TB-21175,Thomas Boland,Corporate,New York City,New York,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,0.0,3.285,2.5549999999999997,30.000000000000004,April,Friday,2016
4092,CA-2016-161473,Standard Class,TB-21175,Thomas Boland,Corporate,New York City,New York,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,4.6644,3.2292,32.49999999999999,April,Friday,2016
4093,CA-2017-166576,First Class,JM-15865,John Murray,Consumer,Akron,Ohio,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221.024,2,0.2,-55.256,138.14,-25.0,May,Tuesday,2017
4094,CA-2015-102491,Standard Class,KW-16435,Katrina Willman,Consumer,Florence,Kentucky,South,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,3080.0,7,0.0,1416.8,237.6,46.0,August,Monday,2015
4095,CA-2015-102491,Standard Class,KW-16435,Katrina Willman,Consumer,Florence,Kentucky,South,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,79.96,4,0.0,18.3908,15.392299999999999,23.0,August,Monday,2015
4096,CA-2015-102491,Standard Class,KW-16435,Katrina Willman,Consumer,Florence,Kentucky,South,TEC-PH-10001619,Technology,Phones,LG G3,587.97,3,0.0,170.5113,139.15290000000002,28.999999999999996,August,Monday,2015
4097,CA-2014-116904,Standard Class,SC-20095,Sanjit Chand,Consumer,Minneapolis,Minnesota,Central,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,32.4,5,0.0,15.552,3.3695999999999997,48.0,September,Tuesday,2014
4098,CA-2014-116904,Standard Class,SC-20095,Sanjit Chand,Consumer,Minneapolis,Minnesota,Central,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,404.9,5,0.0,16.196,77.7408,4.000000000000001,September,Tuesday,2014
4099,CA-2014-116904,Standard Class,SC-20095,Sanjit Chand,Consumer,Minneapolis,Minnesota,Central,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,9449.95,5,0.0,4630.4755,963.8949000000002,48.99999999999999,September,Tuesday,2014
4100,CA-2014-116904,Standard Class,SC-20095,Sanjit Chand,Consumer,Minneapolis,Minnesota,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,12.94,2,0.0,6.47,3.235,50.0,September,Tuesday,2014
4101,US-2017-102288,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Houston,Texas,Central,OFF-AP-10004655,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",2.264,1,0.8,-5.2072,7.4712,-230.00000000000003,June,Monday,2017
4102,US-2017-102288,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Houston,Texas,Central,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,0.444,1,0.8,-1.11,1.554,-250.0,June,Monday,2017
4103,US-2017-102288,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Houston,Texas,Central,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,146.176,8,0.2,47.5072,12.333599999999999,32.5,June,Monday,2017
4104,CA-2017-137456,Premium First Class,RB-19465,Rick Bensley,Home Office,Fremont,Nebraska,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,15.92,2,0.0,7.0048,4.457599999999999,44.0,December,Thursday,2017
4105,US-2017-155999,Standard Class,JK-15370,Jay Kimmel,Consumer,San Diego,California,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,159.96,5,0.2,17.9955,28.392900000000004,11.249999999999998,August,Monday,2017
4106,US-2017-155999,Standard Class,JK-15370,Jay Kimmel,Consumer,San Diego,California,West,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,13.76,2,0.2,4.644,4.558,33.75,August,Monday,2017
